Ref_Date,GEO,EST,Vector,Coordinate,Value
1933,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,2785
1934,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,3200
1935,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,2870
1936,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,3329
1937,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,2524
1938,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,3626
1939,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,3074
1940,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,3035
1941,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,3951
1942,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,4029
1943,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,6371
1944,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,5785
1945,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,5665
1946,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,4307
1947,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,9360
1948,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,9631
1949,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,4386
1950,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,4448
1951,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,6739
1952,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,4897
1953,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,4271
1954,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,3543
1955,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,4577
1956,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,4599
1957,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,6159
1958,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,4819
1959,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,5663
1960,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,5639
1961,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,5827
1962,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,5337
1963,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,7820
1964,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,6907
1965,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,9107
1966,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,8430
1967,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,8094
1968,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,6347
1969,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,9311
1970,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,8726
1971,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,11291
1972,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,16093
1973,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,25835
1974,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,21920
1975,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,23679
1976,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,25927
1977,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,32410
1978,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,39803
1979,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,47712
1980,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,44276
1981,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,60617
1982,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,52193
1983,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,63033
1984,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,64935
1985,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,56928
1986,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,50796
1987,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,52131
1988,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,46327
1989,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,39141
1990,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,49508
1991,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,50428
1992,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,49540
1993,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,53495
1994,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,60216
1995,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,66676
1996,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,77250
1997,Canada,"Value of honey and wax (dollars x 1,000)",v47899,1.6,83855
1924,Prince Edward Island,Beekeepers,v47850,2.1,5
1925,Prince Edward Island,Beekeepers,v47850,2.1,5
1926,Prince Edward Island,Beekeepers,v47850,2.1,5
1927,Prince Edward Island,Beekeepers,v47850,2.1,10
1928,Prince Edward Island,Beekeepers,v47850,2.1,12
1929,Prince Edward Island,Beekeepers,v47850,2.1,14
1930,Prince Edward Island,Beekeepers,v47850,2.1,15
1931,Prince Edward Island,Beekeepers,v47850,2.1,15
1932,Prince Edward Island,Beekeepers,v47850,2.1,15
1933,Prince Edward Island,Beekeepers,v47850,2.1,15
1934,Prince Edward Island,Beekeepers,v47850,2.1,14
1935,Prince Edward Island,Beekeepers,v47850,2.1,13
1936,Prince Edward Island,Beekeepers,v47850,2.1,12
1937,Prince Edward Island,Beekeepers,v47850,2.1,11
1938,Prince Edward Island,Beekeepers,v47850,2.1,10
1939,Prince Edward Island,Beekeepers,v47850,2.1,10
1940,Prince Edward Island,Beekeepers,v47850,2.1,30
1941,Prince Edward Island,Beekeepers,v47850,2.1,30
1942,Prince Edward Island,Beekeepers,v47850,2.1,50
1943,Prince Edward Island,Beekeepers,v47850,2.1,80
1944,Prince Edward Island,Beekeepers,v47850,2.1,160
1945,Prince Edward Island,Beekeepers,v47850,2.1,170
1946,Prince Edward Island,Beekeepers,v47850,2.1,150
1947,Prince Edward Island,Beekeepers,v47850,2.1,120
1948,Prince Edward Island,Beekeepers,v47850,2.1,110
1949,Prince Edward Island,Beekeepers,v47850,2.1,140
1950,Prince Edward Island,Beekeepers,v47850,2.1,140
1951,Prince Edward Island,Beekeepers,v47850,2.1,120
1952,Prince Edward Island,Beekeepers,v47850,2.1,130
1953,Prince Edward Island,Beekeepers,v47850,2.1,110
1954,Prince Edward Island,Beekeepers,v47850,2.1,120
1955,Prince Edward Island,Beekeepers,v47850,2.1,120
1956,Prince Edward Island,Beekeepers,v47850,2.1,110
1957,Prince Edward Island,Beekeepers,v47850,2.1,100
1958,Prince Edward Island,Beekeepers,v47850,2.1,100
1959,Prince Edward Island,Beekeepers,v47850,2.1,100
1960,Prince Edward Island,Beekeepers,v47850,2.1,90
1961,Prince Edward Island,Beekeepers,v47850,2.1,90
1962,Prince Edward Island,Beekeepers,v47850,2.1,80
1963,Prince Edward Island,Beekeepers,v47850,2.1,60
1964,Prince Edward Island,Beekeepers,v47850,2.1,70
1965,Prince Edward Island,Beekeepers,v47850,2.1,60
1966,Prince Edward Island,Beekeepers,v47850,2.1,60
1967,Prince Edward Island,Beekeepers,v47850,2.1,50
1968,Prince Edward Island,Beekeepers,v47850,2.1,50
1969,Prince Edward Island,Beekeepers,v47850,2.1,50
1970,Prince Edward Island,Beekeepers,v47850,2.1,40
1971,Prince Edward Island,Beekeepers,v47850,2.1,40
1972,Prince Edward Island,Beekeepers,v47850,2.1,40
1973,Prince Edward Island,Beekeepers,v47850,2.1,60
1974,Prince Edward Island,Beekeepers,v47850,2.1,100
1975,Prince Edward Island,Beekeepers,v47850,2.1,130
1976,Prince Edward Island,Beekeepers,v47850,2.1,160
1977,Prince Edward Island,Beekeepers,v47850,2.1,200
1978,Prince Edward Island,Beekeepers,v47850,2.1,220
1979,Prince Edward Island,Beekeepers,v47850,2.1,210
1980,Prince Edward Island,Beekeepers,v47850,2.1,200
1981,Prince Edward Island,Beekeepers,v47850,2.1,200
1982,Prince Edward Island,Beekeepers,v47850,2.1,210
1983,Prince Edward Island,Beekeepers,v47850,2.1,210
1984,Prince Edward Island,Beekeepers,v47850,2.1,210
1985,Prince Edward Island,Beekeepers,v47850,2.1,145
1986,Prince Edward Island,Beekeepers,v47850,2.1,130
1987,Prince Edward Island,Beekeepers,v47850,2.1,80
1988,Prince Edward Island,Beekeepers,v47850,2.1,80
1989,Prince Edward Island,Beekeepers,v47850,2.1,100
1990,Prince Edward Island,Beekeepers,v47850,2.1,86
1991,Prince Edward Island,Beekeepers,v47850,2.1,66
1992,Prince Edward Island,Beekeepers,v47850,2.1,70
1993,Prince Edward Island,Beekeepers,v47850,2.1,75
1994,Prince Edward Island,Beekeepers,v47850,2.1,75
1995,Prince Edward Island,Beekeepers,v47850,2.1,70
1996,Prince Edward Island,Beekeepers,v47850,2.1,70
1997,Prince Edward Island,Beekeepers,v47850,2.1,70
1998,Prince Edward Island,Beekeepers,v47850,2.1,35
1999,Prince Edward Island,Beekeepers,v47850,2.1,35
2000,Prince Edward Island,Beekeepers,v47850,2.1,35
2001,Prince Edward Island,Beekeepers,v47850,2.1,78
2002,Prince Edward Island,Beekeepers,v47850,2.1,55
2003,Prince Edward Island,Beekeepers,v47850,2.1,35
2004,Prince Edward Island,Beekeepers,v47850,2.1,30
2005,Prince Edward Island,Beekeepers,v47850,2.1,25
2006,Prince Edward Island,Beekeepers,v47850,2.1,20
2007,Prince Edward Island,Beekeepers,v47850,2.1,13
2008,Prince Edward Island,Beekeepers,v47850,2.1,24
2009,Prince Edward Island,Beekeepers,v47850,2.1,28
2010,Prince Edward Island,Beekeepers,v47850,2.1,33
2011,Prince Edward Island,Beekeepers,v47850,2.1,43
2012,Prince Edward Island,Beekeepers,v47850,2.1,46
2013,Prince Edward Island,Beekeepers,v47850,2.1,47
2014,Prince Edward Island,Beekeepers,v47850,2.1,45
2015,Prince Edward Island,Beekeepers,v47850,2.1,45
1924,Prince Edward Island,Colonies,v47860,2.2,90
1925,Prince Edward Island,Colonies,v47860,2.2,100
1926,Prince Edward Island,Colonies,v47860,2.2,110
1927,Prince Edward Island,Colonies,v47860,2.2,150
1928,Prince Edward Island,Colonies,v47860,2.2,180
1929,Prince Edward Island,Colonies,v47860,2.2,190
1930,Prince Edward Island,Colonies,v47860,2.2,200
1931,Prince Edward Island,Colonies,v47860,2.2,200
1932,Prince Edward Island,Colonies,v47860,2.2,210
1933,Prince Edward Island,Colonies,v47860,2.2,200
1934,Prince Edward Island,Colonies,v47860,2.2,180
1935,Prince Edward Island,Colonies,v47860,2.2,198
1936,Prince Edward Island,Colonies,v47860,2.2,240
1937,Prince Edward Island,Colonies,v47860,2.2,260
1938,Prince Edward Island,Colonies,v47860,2.2,200
1939,Prince Edward Island,Colonies,v47860,2.2,190
1940,Prince Edward Island,Colonies,v47860,2.2,220
1941,Prince Edward Island,Colonies,v47860,2.2,190
1942,Prince Edward Island,Colonies,v47860,2.2,290
1943,Prince Edward Island,Colonies,v47860,2.2,480
1944,Prince Edward Island,Colonies,v47860,2.2,610
1945,Prince Edward Island,Colonies,v47860,2.2,720
1946,Prince Edward Island,Colonies,v47860,2.2,750
1947,Prince Edward Island,Colonies,v47860,2.2,1000
1948,Prince Edward Island,Colonies,v47860,2.2,700
1949,Prince Edward Island,Colonies,v47860,2.2,750
1950,Prince Edward Island,Colonies,v47860,2.2,740
1951,Prince Edward Island,Colonies,v47860,2.2,640
1952,Prince Edward Island,Colonies,v47860,2.2,850
1953,Prince Edward Island,Colonies,v47860,2.2,800
1954,Prince Edward Island,Colonies,v47860,2.2,800
1955,Prince Edward Island,Colonies,v47860,2.2,900
1956,Prince Edward Island,Colonies,v47860,2.2,1000
1957,Prince Edward Island,Colonies,v47860,2.2,800
1958,Prince Edward Island,Colonies,v47860,2.2,1000
1959,Prince Edward Island,Colonies,v47860,2.2,1000
1960,Prince Edward Island,Colonies,v47860,2.2,800
1961,Prince Edward Island,Colonies,v47860,2.2,900
1962,Prince Edward Island,Colonies,v47860,2.2,540
1963,Prince Edward Island,Colonies,v47860,2.2,600
1964,Prince Edward Island,Colonies,v47860,2.2,650
1965,Prince Edward Island,Colonies,v47860,2.2,730
1966,Prince Edward Island,Colonies,v47860,2.2,710
1967,Prince Edward Island,Colonies,v47860,2.2,720
1968,Prince Edward Island,Colonies,v47860,2.2,720
1969,Prince Edward Island,Colonies,v47860,2.2,600
1970,Prince Edward Island,Colonies,v47860,2.2,500
1971,Prince Edward Island,Colonies,v47860,2.2,500
1972,Prince Edward Island,Colonies,v47860,2.2,600
1973,Prince Edward Island,Colonies,v47860,2.2,630
1974,Prince Edward Island,Colonies,v47860,2.2,700
1975,Prince Edward Island,Colonies,v47860,2.2,700
1976,Prince Edward Island,Colonies,v47860,2.2,880
1977,Prince Edward Island,Colonies,v47860,2.2,950
1978,Prince Edward Island,Colonies,v47860,2.2,1200
1979,Prince Edward Island,Colonies,v47860,2.2,1300
1980,Prince Edward Island,Colonies,v47860,2.2,1300
1981,Prince Edward Island,Colonies,v47860,2.2,1300
1982,Prince Edward Island,Colonies,v47860,2.2,1350
1983,Prince Edward Island,Colonies,v47860,2.2,1350
1984,Prince Edward Island,Colonies,v47860,2.2,1350
1985,Prince Edward Island,Colonies,v47860,2.2,900
1986,Prince Edward Island,Colonies,v47860,2.2,875
1987,Prince Edward Island,Colonies,v47860,2.2,680
1988,Prince Edward Island,Colonies,v47860,2.2,720
1989,Prince Edward Island,Colonies,v47860,2.2,790
1990,Prince Edward Island,Colonies,v47860,2.2,807
1991,Prince Edward Island,Colonies,v47860,2.2,680
1992,Prince Edward Island,Colonies,v47860,2.2,720
1993,Prince Edward Island,Colonies,v47860,2.2,720
1994,Prince Edward Island,Colonies,v47860,2.2,600
1995,Prince Edward Island,Colonies,v47860,2.2,700
1996,Prince Edward Island,Colonies,v47860,2.2,850
1997,Prince Edward Island,Colonies,v47860,2.2,950
1998,Prince Edward Island,Colonies,v47860,2.2,1015
1999,Prince Edward Island,Colonies,v47860,2.2,1580
2000,Prince Edward Island,Colonies,v47860,2.2,1775
2001,Prince Edward Island,Colonies,v47860,2.2,1702
2002,Prince Edward Island,Colonies,v47860,2.2,2005
2003,Prince Edward Island,Colonies,v47860,2.2,2190
2004,Prince Edward Island,Colonies,v47860,2.2,2250
2005,Prince Edward Island,Colonies,v47860,2.2,1180
2006,Prince Edward Island,Colonies,v47860,2.2,1191
2007,Prince Edward Island,Colonies,v47860,2.2,3641
2008,Prince Edward Island,Colonies,v47860,2.2,4000
2009,Prince Edward Island,Colonies,v47860,2.2,3530
2010,Prince Edward Island,Colonies,v47860,2.2,2605
2011,Prince Edward Island,Colonies,v47860,2.2,2954
2012,Prince Edward Island,Colonies,v47860,2.2,3719
2013,Prince Edward Island,Colonies,v47860,2.2,4432
2014,Prince Edward Island,Colonies,v47860,2.2,3777
2015,Prince Edward Island,Colonies,v47860,2.2,4005
1924,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,29
1925,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,25
1926,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,23
1927,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,27
1928,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,53
1929,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,74
1930,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,50
1931,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,50
1932,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,62
1933,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,60
1934,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,31
1935,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,48
1936,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,58
1937,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,62
1938,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,56
1939,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,66
1940,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,86
1941,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,64
1942,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,116
1943,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,67
1944,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,72
1945,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,64
1946,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,20
1947,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,57
1948,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,91
1949,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,84
1950,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,62
1951,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,111
1952,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,107
1953,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,85
1954,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,86
1955,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,73
1956,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,92
1957,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,69
1958,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,65
1959,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,61
1960,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,81
1961,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,72
1962,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,54
1963,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,107
1964,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,83
1965,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,77
1966,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,70
1967,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,46
1968,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,59
1969,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,56
1970,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,56
1971,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,66
1972,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,93
1973,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,100
1974,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,35
1975,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,98
1976,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,85
1977,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,105
1978,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,105
1979,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,95
1980,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,82
1981,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,112
1982,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,95
1983,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,92
1984,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,95
1985,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,95
1986,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,80
1987,Prince Edward Island,Average yield per colony (pounds),v47870,2.3,110
